,doi,url,title,abstract,is_biomimicry,petal_id
44,10.3389/frobt.2020.00090,https://www.semanticscholar.org/paper/34e75b529b3213798faf85256067aa87a670b73a,Collective Computation in Animal Fission-Fusion Dynamics,"Recent work suggests that collective computation of social structure can minimize uncertainty about the social and physical environment, facilitating adaptation. We explore these ideas by studying how fission-fusion social structure arises in spider monkey (Ateles geoffroyi) groups, exploring whether monkeys use social knowledge to collectively compute subgroup size distributions adaptive for foraging in variable environments. We assess whether individual decisions to stay in or leave subgroups are conditioned on strategies based on the presence or absence of others. We search for this evidence in a time series of subgroup membership. We find that individuals have multiple strategies, suggesting that the social knowledge of different individuals is important. These stay-leave strategies provide microscopic inputs to a stochastic model of collective computation encoded in a family of circuits. Each circuit represents an hypothesis for how collectives combine strategies to make decisions, and how these produce various subgroup size distributions. By running these circuits forward in simulation we generate new subgroup size distributions and measure how well they match food abundance in the environment using transfer entropies. We find that spider monkeys decide to stay or go using information from multiple individuals and that they can collectively compute a distribution of subgroup size that makes efficient use of ephemeral sources of nutrition. We are able to artificially tune circuits with subgroup size distributions that are a better fit to the environment than the observed. This suggests that a combination of measurement error, constraint, and adaptive lag are diminishing the power of collective computation in this system. These results are relevant for a more general understanding of the emergence of ordered states in multi-scale social systems with adaptive properties–both natural and engineered.",True,
45,10.1038/s41467-020-17502-z,https://www.semanticscholar.org/paper/021418da0c86411abc8f31535fd4ea2057784d2d,Microbial diversity drives carbon use efficiency in a model soil,"Empirical evidence for the response of soil carbon cycling to the combined effects of warming, drought and diversity loss is scarce. Microbial carbon use efficiency (CUE) plays a central role in regulating the flow of carbon through soil, yet how biotic and abiotic factors interact to drive it remains unclear. Here, we combine distinct community inocula (a biotic factor) with different temperature and moisture conditions (abiotic factors) to manipulate microbial diversity and community structure within a model soil. While community composition and diversity are the strongest predictors of CUE, abiotic factors modulated the relationship between diversity and CUE, with CUE being positively correlated with bacterial diversity only under high moisture. Altogether these results indicate that the diversity × ecosystem-function relationship can be impaired under non-favorable conditions in soils, and that to understand changes in soil C cycling we need to account for the multiple facets of global changes. Microbial carbon use efficiency has an important role in soil C cycling. Here the authors test the interactive effects of temperature and moisture and manipulate microbial community composition in soil microcosms, showing a positive relationship between microbial diversity and CUE that is contingent on abiotic conditions.",True,
46,10.1073/pnas.1919099117,https://www.semanticscholar.org/paper/4e19e6069a6ec4a1e7fcaf73243395434236b652,Spatial mapping of polymicrobial communities reveals a precise biogeography associated with human dental caries,"Significance Dental caries remains an unresolved public health problem. The etiology is poorly understood, as the oral cavity harbors diverse communities of microorganisms. Using multiple imaging modalities on human teeth from patients with caries, we discovered a microbial community precisely arranged in a corona-like architecture. Moreover, this organization is mediated by the pathogen Streptococcus mutans through production of an extracellular scaffold that directs positioning of other oral microbes. We developed a methodology to quantify the spatial structure of microbial communities at the micron scale and found a precise spatial patterning of bacteria associated with localized caries onset. These findings are relevant as we approach the post-microbiome era, whereby quantifying the community structural organization may be essential for understanding microbiome function. Tooth decay (dental caries) is a widespread human disease caused by microbial biofilms. Streptococcus mutans, a biofilm-former, has been consistently associated with severe childhood caries; however, how this bacterium is spatially organized with other microorganisms in the oral cavity to promote disease remains unknown. Using intact biofilms formed on teeth of toddlers affected by caries, we discovered a unique 3D rotund-shaped architecture composed of multiple species precisely arranged in a corona-like structure with an inner core of S. mutans encompassed by outer layers of other bacteria. This architecture creates localized regions of acidic pH and acute enamel demineralization (caries) in a mixed-species biofilm model on human teeth, suggesting this highly ordered community as the causative agent. Notably, the construction of this architecture was found to be an active process initiated by production of an extracellular scaffold by S. mutans that assembles the corona cell arrangement, encapsulating the pathogen core. In addition, this spatial patterning creates a protective barrier against antimicrobials while increasing bacterial acid fitness associated with the disease-causing state. Our data reveal a precise biogeography in a polymicrobial community associated with human caries that can modulate the pathogen positioning and virulence potential in situ, indicating that micron-scale spatial structure of the microbiome may mediate the function and outcome of host–pathogen interactions.",True,
47,10.1073/pnas.1921856117,https://www.semanticscholar.org/paper/2f5de2af575ccd441bba5b52ea8e16832f06e419,Hedgehog signaling is necessary and sufficient to mediate craniofacial plasticity in teleosts,"Significance Phenotypic plasticity has emerged as an important concept in evolutionary biology. It is thought to contribute to an organism’s ability to adapt to environmental change within a single generation, which may facilitate survival and increase fitness. Furthermore, plasticity has the potential to bias the direction and/or speed of evolution by changing patterns of phenotypic variation and exposing new genetic variation to selection (i.e., flexible stem evolution). Our understanding of this important phenomenon is incomplete owing to limited knowledge of the molecular underpinnings of reaction norm evolution. Using the teleost feeding apparatus as a model, we explore this open question and show that the Hh signaling pathway underlies the ability of this structure to respond plastically to alternate feeding regimes. Phenotypic plasticity, the ability of a single genotype to produce multiple phenotypes under different environmental conditions, is critical for the origins and maintenance of biodiversity; however, the genetic mechanisms underlying plasticity as well as how variation in those mechanisms can drive evolutionary change remain poorly understood. Here, we examine the cichlid feeding apparatus, an icon of both prodigious evolutionary divergence and adaptive phenotypic plasticity. We first provide a tissue-level mechanism for plasticity in craniofacial shape by measuring rates of bone deposition within functionally salient elements of the feeding apparatus in fishes forced to employ alternate foraging modes. We show that levels and patterns of phenotypic plasticity are distinct among closely related cichlid species, underscoring the evolutionary potential of this trait. Next, we demonstrate that hedgehog (Hh) signaling, which has been implicated in the evolutionary divergence of cichlid feeding architecture, is associated with environmentally induced rates of bone deposition. Finally, to demonstrate that Hh levels are the cause of the plastic response and not simply the consequence of producing more bone, we use transgenic zebrafish in which Hh levels could be experimentally manipulated under different foraging conditions. Notably, we find that the ability to modulate bone deposition rates in different environments is dampened when Hh levels are reduced, whereas the sensitivity of bone deposition to different mechanical demands increases with elevated Hh levels. These data advance a mechanistic understanding of phenotypic plasticity in the teleost feeding apparatus and in doing so contribute key insights into the origins of adaptive morphological radiations.",True,
48,10.1086/707719,https://www.semanticscholar.org/paper/5b2c81820fa8cd7d600b632e4173cf76b3b6c87f,Prey Exploits the Auditory Illusions of Eavesdropping Predators,"Mating signals have evolved to attract target receivers, even to the point of exploiting receivers through perceptual manipulation. Signals, however, can also expose signalers to nontarget receivers, including predators and parasites, and thus have also evolved to decrease enemy attraction. Here we show that male tree frogs (Smilisca sila) reduce their attractiveness to eavesdropping enemies (bats and midges) by overlapping their calls at near-perfect synchrony with the calls of neighboring conspecifics. By producing calls that closely follow those of other males, synchronizing S. sila take advantage of an auditory illusion where enemies are more attracted to the leading call. Female S. sila, however, are less susceptible to this illusion. Thus, synchronization among signaling males can result in acoustic crypsis from predators without affecting female attraction. Given the widespread use of conspicuous mating signals and eavesdropping enemies, perceptual exploitation of eavesdroppers is likely a common driver of signal evolution.",True,
49,10.1016/j.cels.2020.04.002,https://www.semanticscholar.org/paper/74c95f70973e955c0c4967cbea657d50e5aa614d,Encoding Membrane-Potential-Based Memory within a Microbial Community.,"Cellular membrane potential plays a key role in the formation and retrieval of memories in the metazoan brain, but it remains unclear whether such memory can also be encoded in simpler organisms like bacteria. Here, we show that single-cell-level memory patterns can be imprinted in bacterial biofilms by light-induced changes in the membrane potential. We demonstrate that transient optical perturbations generate a persistent and robust potassium-channel-mediated change in the membrane potential of bacteria within the biofilm. The light-exposed cells respond in an anti-phase manner, relative to unexposed cells, to both natural and induced oscillations in extracellular ion concentrations. This anti-phase response, which persists for hours following the transient optical stimulus, enables a direct single-cell resolution visualization of spatial memory patterns within the biofilm. The ability to encode robust and persistent membrane-potential-based memory patterns could enable computations within prokaryotic communities and suggests a parallel between neurons and bacteria.",True,
51,10.1016/j.cub.2019.07.034,https://www.semanticscholar.org/paper/fdb114f4797153c2fb0b3dde0107b06c7c4cab42,The high speed radular prey strike of a fish-hunting cone snail,"Cone snails are venomous marine gastropods that hydraulically propel a hollow, chitinous radular harpoon into prey [1,2]. This radular harpoon serves both as projectile and conduit for venom delivery. In the fish-hunting cone snail Conus catus, the radular harpoon is also utilized to tether the snail to its prey, rapidly paralyzed by neuroexcitatory peptides [2,3]. Effective prey capture in C. catus requires both fast-acting neurotoxins and a delivery system quick enough to exceed the prey fish's rapid escape responses [4]. We report here that the cone snail's prey strike is one of the fastest in the animal kingdom. A unique cellular latch mechanism prevents harpoon release until sufficient pressure builds and overcomes the forces of the latch, resulting in rapid acceleration into prey [2]. The radular harpoon then rapidly decelerates as its bulbous base reaches the end of the proboscis, a distensible hydrostatic skeleton extended toward the prey [2], with little slowing during prey impalement. The velocities achieved are the fastest movements of any mollusk and exceed previous estimates by over an order of magnitude [1].",True,
52,10.1111/eea.12910,https://www.semanticscholar.org/paper/cb3d2852cc6d6d6f3a8a582a9f681df0010059df,"The potential of the solitary parasitoid Microctonus brassicae for the biological control of the adult cabbage stem flea beetle, Psylliodes chrysocephala","The cabbage stem flea beetle (CSFB), Psylliodes chrysocephala L. (Coleoptera: Chrysomelidae), is a major pest of oilseed rape, Brassica napus L. (Brassicaceae), within the UK and continental Europe. Following the withdrawal of many broad‐spectrum pesticides, most importantly neonicotinoids, and with increased incidence of pyrethroid resistance, few chemical control options remain, resulting in the need for alternative pest management strategies. We identified the parasitoid wasp Microctonus brassicae (Haeselbarth) (Hymenoptera: Braconidae) within CSFB collected from three independent sites in Norfolk, UK. Parasitism of adult CSFB was confirmed, and wasp oviposition behaviour was described. Moreover, we show that within captive colonies parasitism rates are sufficient to generate significant biological control of CSFB populations. A sequence of the M. brassicae mitochondrial cytochrome oxidase 1 (MT‐CO1) gene was generated for rapid future identification. Moroccan specimens of Microctonus aethiopoides (Loan), possessing 90% sequence similarity, were the closest identified sequenced species. This study represents the first description published in English of this parasitoid of the adult cabbage stem flea beetle.",True,
53,10.1242/jeb.135251,https://www.semanticscholar.org/paper/398ca8d957dc2854d4a1a735166a24b086505c5d,Automatic control: the vertebral column of dogfish sharks behaves as a continuously variable transmission with smoothly shifting functions,"During swimming in dogfish sharks, Squalus acanthias, both the intervertebral joints and the vertebral centra undergo significant strain. To investigate this system, unique among vertebrates, we cyclically bent isolated segments of 10 vertebrae and nine joints. For the first time in the biomechanics of fish vertebral columns, we simultaneously characterized non-linear elasticity and viscosity throughout the bending oscillation, extending recently proposed techniques for large-amplitude oscillatory shear (LAOS) characterization to large-amplitude oscillatory bending (LAOB). The vertebral column segments behave as non-linear viscoelastic springs. Elastic properties dominate for all frequencies and curvatures tested, increasing as either variable increases. Non-linearities within a bending cycle are most in evidence at the highest frequency, 2.0 Hz, and curvature, 5 m−1. Viscous bending properties are greatest at low frequencies and high curvatures, with non-linear effects occurring at all frequencies and curvatures. The range of mechanical behaviors includes that of springs and brakes, with smooth transitions between them that allow for continuously variable power transmission by the vertebral column to assist in the mechanics of undulatory propulsion. Highlighted Article: Characterization of non-linear elasticity and viscosity throughout the bending oscillation reveals that the shark vertebral column behaves as both a spring and a brake, with smooth transitions between them for continuously variable power transmission.",True,
54,10.1186/s13059-020-02060-w,https://www.semanticscholar.org/paper/a676278fe2c870d158bce195bbc22728409adc2e,Repeat-induced point mutation in Neurospora crassa causes the highest known mutation rate and mutational burden of any cellular life,"Repeat-induced point (RIP) mutation in Neurospora crassa degrades transposable elements by targeting repeats with C→T mutations. Whether RIP affects core genomic sequence in important ways is unknown. By parent-offspring whole genome sequencing, we estimate a mutation rate (3.38 ×  10−6 per bp per generation) that is two orders of magnitude higher than reported for any non-viral organism, with 93–98% of mutations being RIP-associated. RIP mutations are, however, relatively rare in coding sequence, in part because RIP preferentially attacks GC-poor long duplicates that interact in three dimensional space, while coding sequence duplicates are rare, GC-rich, short, and tend not to interact. Despite this, with over 5 coding sequence mutations per genome per generation, the mutational burden is an order of magnitude higher than the previously highest observed. Unexpectedly, the majority of these coding sequence mutations appear not to be the direct product of RIP being mostly in non-duplicate sequence and predominantly not C→T mutations. Nonetheless, RIP-deficient strains have over an order of magnitude fewer coding sequence mutations outside of duplicated domains than RIP-proficient strains. Neurospora crassa has the highest mutation rate and mutational burden of any non-viral life. While the high rate is largely due to the action of RIP, the mutational burden appears to be RIP-associated but not directly caused by RIP.",True,
55,10.1038/s41467-019-08891-x,https://www.semanticscholar.org/paper/ab841698a73f61600b75db5faaeab046c06121e1,Dynamic pigmentary and structural coloration within cephalopod chromatophore organs,"Chromatophore organs in cephalopod skin are known to produce ultra-fast changes in appearance for camouflage and communication. Light-scattering pigment granules within chromatocytes have been presumed to be the sole source of coloration in these complex organs. We report the discovery of structural coloration emanating in precise register with expanded pigmented chromatocytes. Concurrently, using an annotated squid chromatophore proteome together with microscopy, we identify a likely biochemical component of this reflective coloration as reflectin proteins distributed in sheath cells that envelop each chromatocyte. Additionally, within the chromatocytes, where the pigment resides in nanostructured granules, we find the lens protein Ω- crystallin interfacing tightly with pigment molecules. These findings offer fresh perspectives on the intricate biophotonic interplay between pigmentary and structural coloration elements tightly co-located within the same dynamic flexible organ - a feature that may help inspire the development of new classes of engineered materials that change color and pattern.Chromatophores in cephalopod skin are known for fast changes in coloration due to light-scattering pigment granules. Here, authors demonstrate structural coloration facilitated by reflectin in sheath cells and offer insights into the interplay between structural and pigmentary coloration elements.",True,
56,10.1126/science.abb6703,https://www.semanticscholar.org/paper/d8c096b3cce4d638f4a97cf3797e605e24865db3,Species richness and redundancy promote persistence of exploited mutualisms in yeast,"Species richness maintains mutualisms Mutualistic communities of species that benefit each other are ubiquitous in ecosystems and are important for ecosystem functioning. However, the relationship between the persistence of mutualisms and species richness has remained unclear. Vidal et al. used a synthetic mutualism in brewer's yeast to experimentally test whether species richness buffers mutualistic communities against exploitation by species that do not provide benefits in return. They showed that richer mutualist communities survive exploitation more often than pairwise mutualisms and that higher species richness and functional redundancy allow mutualist communities to persist in the presence of exploiters. These results provide experimental support for the hypothesis that species richness is necessary for the function and maintenance of mutualistic communities. Science, this issue p. 346 Experiments with yeast show that species richness buffers against loss of mutualistic interactions in ecological communities. Mutualisms, or reciprocally beneficial interspecific interactions, constitute the foundation of many ecological communities and agricultural systems. Mutualisms come in different forms, from pairwise interactions to extremely diverse communities, and they are continually challenged with exploitation by nonmutualistic community members (exploiters). Thus, understanding how mutualisms persist remains an essential question in ecology. Theory suggests that high species richness and functional redundancy could promote mutualism persistence in complex mutualistic communities. Using a yeast system (Saccharomyces cerevisiae), we experimentally show that communities with the greatest mutualist richness and functional redundancy are nearly two times more likely to survive exploitation than are simple communities. Persistence increased because diverse communities were better able to mitigate the negative effects of competition with exploiters. Thus, large mutualistic networks may be inherently buffered from exploitation.",True,
57,10.1038/s41558-020-0864-3,https://www.semanticscholar.org/paper/cf9c8cb11fa4e4e687c197fddf23e957e1be3a25,Longer-lived tropical songbirds reduce breeding activity as they buffer impacts of drought,"Droughts are expected to increase in frequency and severity with climate change. Population impacts of such harsh environmental events are theorized to vary with life history strategies among species. However, existing demographic models generally do not consider behavioural plasticity that may modify the impact of harsh events. Here we show that tropical songbirds in the New and Old Worlds reduced reproduction during drought, with greater reductions in species with higher average long-term survival. Large reductions in reproduction by longer-lived species were associated with higher survival during drought than predrought years in Malaysia, whereas shorter-lived species maintained reproduction and survival decreased. Behavioural strategies of longer-lived, but not shorter-lived, species mitigated the effect of increasing drought frequency on long-term population growth. Behavioural plasticity can buffer the impact of climate change on populations of some species and differences in plasticity among species related to their life histories are critical for predicting population trajectories. Climate change impacts on population dynamics will depend on species’ life history strategies. In contrast to short-lived species, longer-lived tropical songbirds reduced reproduction during drought, leading to higher survival and mitigating the effect on long-term population growth.",True,
58,10.1073/pnas.2003526117,https://www.semanticscholar.org/paper/64eb58cb0372f8f45dffeb28c4dcaeeed048e581,Antifungal symbiotic peptide NCR044 exhibits unique structure and multifaceted mechanisms of action that confer plant protection,"Significance Several nodule-specific cysteine-rich (NCR) peptides expressed in a model legume Medicago truncatula exhibit potent antimicrobial activity. However, their structure–activity relationships and mechanisms of action against fungal pathogens of plants are still largely unknown. A small highly cationic peptide NCR044 with potent antifungal activity has been identified. This peptide has a unique highly dynamic structure and exhibits multifaceted mechanisms of action against a fungal pathogen Botrytis cinerea. Exogenous application of this peptide confers resistance to a gray mold disease caused by B. cinerea in tobacco and tomato plants as well as postharvest products. Our work paves the way for future development of NCR peptides as spray-on antifungal agents. In the indeterminate nodules of a model legume Medicago truncatula, ∼700 nodule-specific cysteine-rich (NCR) peptides with conserved cysteine signature are expressed. NCR peptides are highly diverse in sequence, and some of these cationic peptides exhibit antimicrobial activity in vitro and in vivo. However, there is a lack of knowledge regarding their structural architecture, antifungal activity, and modes of action against plant fungal pathogens. Here, the three-dimensional NMR structure of the 36-amino acid NCR044 peptide was solved. This unique structure was largely disordered and highly dynamic with one four-residue α-helix and one three-residue antiparallel β-sheet stabilized by two disulfide bonds. NCR044 peptide also exhibited potent fungicidal activity against multiple plant fungal pathogens, including Botrytis cinerea and three Fusarium spp. It inhibited germination in quiescent spores of B. cinerea. In germlings, it breached the fungal plasma membrane and induced reactive oxygen species. It bound to multiple bioactive phosphoinositides in vitro. Time-lapse confocal and superresolution microscopy revealed strong fungal cell wall binding, penetration of the cell membrane at discrete foci, followed by gradual loss of turgor, subsequent accumulation in the cytoplasm, and elevated levels in nucleoli of germlings. Spray-applied NCR044 significantly reduced gray mold disease symptoms caused by the fungal pathogen B. cinerea in tomato and tobacco plants, and postharvest products. Our work illustrates the antifungal activity of a structurally unique NCR peptide against plant fungal pathogens and paves the way for future development of this class of peptides as a spray-on fungistat/fungicide.",True,
59,10.1007/s00359-018-01313-1,https://www.semanticscholar.org/paper/952888d142f4ed4b53df28dd977a77446b0a5431,Vividly coloured poppy flowers due to dense pigmentation and strong scattering in thin petals,"The flowers of poppies (Papaveraceae) exhibit bright colours, despite their thin and floppy petals. We investigated the optical properties of flowers of Papaver rhoeas, P. dubium, Meconopsis cambrica and Argemone polyanthemos using a combined approach of anatomy, spectrophotometry and optical modelling. The petals of Papaver flowers are composed of only three cell layers, an upper and lower epidermal layer, which are densely filled with pigment, and an unpigmented mesophyll layer. Dense pigmentation together with strong scattering structures, composed of serpentine cell walls and air cavities, cause the striking poppy colours. We discuss how various aspects of the optical signal contribute to the flower’s visibility to pollinators.",True,
60,10.1523/JNEUROSCI.0216-20.2020,https://www.semanticscholar.org/paper/646c63c5790f18e61e6bcf0b3b88449353c7ce1f,Pupil Diameter Tracks Statistical Structure in the Environment to Increase Visual Sensitivity,"Pupil diameter determines how much light hits the retina and, thus, how much information is available for visual processing. This is regulated by a brainstem reflex pathway. Here, we investigate whether this pathway is under the control of internal models about the environment. This would allow adjusting pupil dynamics to environmental statistics to augment information transmission. We present image sequences containing internal temporal structure to humans of either sex and male macaque monkeys. We then measure whether the pupil tracks this temporal structure not only at the rate of luminance variations, but also at the rate of statistics not available from luminance information alone. We find entrainment to environmental statistics in both species. This entrainment directly affects visual processing by increasing sensitivity at the environmentally relevant temporal frequency. Thus, pupil dynamics are matched to the temporal structure of the environment to optimize perception, in line with an active sensing account. SIGNIFICANCE STATEMENT When light hits the retina, the pupil reflexively constricts. This determines how much light and thus how much information is available for visual processing. We show that the rate at which the pupil constricts and dilates is matched to the temporal structure of our visual environment, although this information is not directly contained in the light variations that usually trigger reflexive pupil constrictions. Adjusting pupil diameter in accordance with environmental regularities optimizes information transmission at ecologically relevant temporal frequencies. We show that this is the case in humans and macaque monkeys, suggesting that the reflex pathways that regulate pupil diameter are under some degree of cognitive control across primate species.",True,
61,10.1021/acs.jproteome.0c00290,https://www.semanticscholar.org/paper/95ef16cf9822909332ee759b82fe157a5b6384a0,Moving pieces in a cellular puzzle: a cryptic peptide from the scorpion toxin Ts14 activates AKT and ERK signaling and decreases cardiac myocyte contractility via dephosphorylation of phospholamban.,"Cryptic peptides (cryptides) are biologically active peptides formed after proteolysis of native precursors present in animal venoms, for example. Proteolysis is an overlooked post-translational modification (PTM) that increases venom complexity. The tripeptide KPP (Lys-Pro-Pro) is a peptide encrypted in the C-terminus of Ts14 - a 25-mer peptide from the venom of Tityus serrulatus scorpion that has a positive impact on the cardiovascular system, inducing vasodilation and reducing arterial blood pressure of hypertensive rats, among other beneficial effects. A previous study reported that KPP and its native peptide Ts14 act via activation of the bradykinin receptor B2 (B2R). However, the cellular events underlying the activation of B2R by KPP are unknown. To study the cell signaling triggered by the Ts14 cryptide KPP, we incubated cardiac myocytes isolated from C57BL/6 mice with KPP (10-7 mol.L-1) for 0 min, 5 min or 30 min and explored the proteome and phosphoproteome. Our results showed that KPP regulated cardiomyocyte proteins associated with, but not limited to, apoptosis, muscle contraction, protein turnover, and the respiratory chain. We also reported that KPP led to AKT phosphorylation, activating AKT and its downstream target eNOS. We also observed that KPP led to dephosphorylation of phospholamban (PLN) at its activation sites (S16 and T17) leading to reduced contractility of treated cardiomyocytes. Some cellular targets reported here for KPP (e.g., AKT, PLN and ERK) have already been reported to protect cardiac tissue of hypoxia-induced injury. Hence, this study suggests potential beneficial effects of this scorpion cryptide that needs to be further investigated, for example as a drug lead for cardiac infarction.",True,
62,10.1002/esp.4933,https://www.semanticscholar.org/paper/19cc98f07c245160759d3985b27e3f2cc5bf2127,A seismic monitoring approach to detect and quantify river sediment mobilization by steelhead redd‐building activity,"The role of spawning salmonids in altering river bed morphology and sediment transport is significant, yet poorly understood. This is due, in large part, to limitations in monitoring the redd‐build ...",True,
63,10.1093/jisesa/ieaa076,https://www.semanticscholar.org/paper/df1d6bc0443401861f332ec97cb4e9c98114fc90,Friend or Foe? Orb-Weaver Spiders Inhabiting Ant–Acacias Capture Both Herbivorous Insects and Acacia Ant Alates,"The orb-weaver spiders Eustala oblonga (Chickering) and Eustala illicita (O. Picard-Cambridge) (Araneae: Araneidae) inhabit the ant-defended acacias Vachellia melanocerus (Beurling) and Vachellia collinsii (Safford) (Fabales: Fabaceae), respectively, in Panama. These spiders do not capture patrolling Pseudomyrmex ants but exploit their plant-protection services to escape predation. What effect the spiders have on the ant-acacia mutualisms is unknown. They may provide an additional layer of plant defense by capturing flying herbivorous insects in their webs. Alternatively, the spiders may disrupt the ant–acacia mutualisms by capturing alate acacia ants during nuptial flights. We evaluated these two hypotheses by sampling insects flying through acacia foliage and by identifying prey remains in webs. The proportions of insects captured on sticky card traps and in webs varied with taxonomic order and ecological role. Herbivorous insects greatly outnumbered other groups captured on sticky cards and were captured in spiders’ webs in both acacia species but made up a minority of prey remains in webs. Instead, insect predators and parasitoids made up the majority of prey remains and were comprised primarily by alate ant mutualists of the host acacias. These results provide indirect support for both hypotheses and suggest that the spiders potentially both benefit and harm their host ant-acacia mutualisms. The net effect of spider exploitation, however, is unclear and is likely based on both the effectiveness of plant protection from herbivory provided by the spiders relative to that provided by acacia ants, as well as the overall proportion of the ant reproductive caste the spiders actually capture.",True,
64,10.1038/s41396-019-0494-9,https://www.semanticscholar.org/paper/1de8888f74a7355349d96ba9121ff4d5bf12bbec,Deciphering links between bacterial interactions and spatial organization in multispecies biofilms,"Environmental microbes frequently live in multispecies biofilms where mutualistic relationships and co-evolution may occur, defining spatial organization for member species and overall community functions. In this context, intrinsic properties emerging from microbial interactions, such as efficient organization optimizing growth and activities in multispecies biofilms, may become the object of fitness selection. However, little is known on the nature of underlying interspecies interactions during establishment of a predictable spatial organization within multispecies biofilms. We present a comparative metatranscriptomic analysis of bacterial strains residing in triple-species and four-species biofilms, aiming at deciphering molecular mechanisms underpinning bacterial interactions responsible of the remarkably enhanced biomass production and associated typical spatial organization they display. Metatranscriptomic profiles concurred with changes in micro-site occupation in response to the addition/removal of a single species, being driven by both cooperation, competition, and facilitation processes. We conclude that the enhanced biomass production of the four-species biofilm is an intrinsic community property emerging from finely tuned space optimization achieved through concerted antagonistic and mutualistic interactions, where each species occupies a defined micro-site favoring its own growth. Our results further illustrate how molecular mechanisms can be better interpreted when supported by visual imaging of actual microscopic spatial organization, and we propose phenotypic adaptation selected by social interactions as molecular mechanisms stabilizing microbial communities.",True,
65,10.1038/s41598-020-66345-7,https://www.semanticscholar.org/paper/819433e895fcda9430f2067b344a32d3e97154c6,Discovery of os cordis in the cardiac skeleton of chimpanzees (Pan troglodytes),"Cardiovascular diseases, especially idiopathic myocardial fibrosis, is one of the most significant causes of morbidity and mortality in captive great apes. This study compared the structure and morphology of 16 hearts from chimpanzees (Pan troglodytes) which were either healthy or affected by myocardial fibrosis using X-ray microtomography. In four hearts, a single, hyperdense structure was detected within the right fibrous trigone of the cardiac skeleton. High resolution scans and histopathology revealed trabecular bones in two cases, hyaline cartilage in another case and a focus of mineralised fibro-cartilaginous metaplasia with endochondral ossification in the last case. Four other animals presented with multiple foci of ectopic calcification within the walls of the great vessels. All hearts affected by marked myocardial fibrosis presented with bone or cartilage formation, and increased collagen levels in tissues adjacent to the bone/cartilage, while unaffected hearts did not present with os cordis or cartilago cordis. The presence of an os cordis has been described in some ruminants, camelids, and otters, but never in great apes. This novel research indicates that an os cordis and cartilago cordis is present in some chimpanzees, particularly those affected by myocardial fibrosis, and could influence the risk of cardiac arrhythmias and sudden death.",True,
66,10.1098/rsif.2019.0692,https://www.semanticscholar.org/paper/a969046e4552ea02ab3b16209805af2d9bf94081,Thoracic scales of moths as a stealth coating against bat biosonar,"Many moths are endowed with ultrasound-sensitive ears that serve the detection and evasion of echolocating bats. Moths lacking such ears could still gain protection from bat biosonar by using stealth acoustic camouflage, absorbing sound waves rather than reflecting them back as echoes. The thorax of a moth is bulky and hence acoustically highly reflective. This renders it an obvious target for any bat. Much of the thorax of moths is covered in hair-like scales, the layout of which is remarkably similar in structure and arrangement to natural fibrous materials commonly used in sound insulation. Despite this structural similarity, the effect of thorax scales on moth echoes has never been characterized. Here, we test whether and how moth thorax scales function as an acoustic absorber. From tomographic echo images, we find that the thin layer of thoracic scales of diurnal butterflies affects the strength of ultrasound echoes from the thorax very little, while the thorax scales of earless moths absorbs an average of 67 ± 9% of impinging ultrasonic sound energy. We show that the thorax scales of moths provide acoustic camouflage by acting as broadband (20–160 kHz) stealth coating. Modelling results suggest the scales are acting as a porous sound absorber; however, the thorax scales of moths achieve a considerably higher absorption than technical fibrous porous absorbers with the same structural parameters. Such scales, despite being thin and lightweight, constitute a broadband, multidirectional and efficient ultrasound absorber that reduces the moths' detectability to hunting bats and gives them a survival advantage.",True,
67,10.1038/s41557-020-0491-7,https://www.semanticscholar.org/paper/ee60a66d97d93a21da746b37c8206340573c8600,Structural snapshots of the minimal PKS system responsible for octaketide biosynthesis,"Type II polyketide synthases (PKSs) are multi-enzyme complexes that produce secondary metabolites of medical relevance. Chemical backbones of such polyketides are produced by minimal PKS systems that consist of a malonyl transacylase, an acyl carrier protein and an α/β heterodimeric ketosynthase. Here, we present X-ray structures of all ternary complexes that constitute the minimal PKS system for anthraquinone biosynthesis in Photorhabdus luminescens . In addition, we characterize this invariable core using molecular simulations, mutagenesis experiments and functional assays. We show that malonylation of the acyl carrier protein is accompanied by major structural rearrangements in the transacylase. Principles of an ongoing chain elongation are derived from the ternary complex with a hexaketide covalently linking the heterodimeric ketosynthase with the acyl carrier protein. Our results for the minimal PKS system provide mechanistic understanding of PKSs and a fundamental basis for engineering PKS pathways for future applications. The invariable core of a type II polyketide synthase has been characterized using X-ray crystallography, simulations, mutagenesis experiments and functional assays. The characterization of the ternary acyl carrier protein complexes provides a mechanistic understanding of the reactivity and could inform future engineering of this complex biosynthetic machinery.",True,
